Ticker,Name,Description,Price(USD),Start,End,ROI(Pct),Timezone,Duration
WPT,Worldopoly,Mobile gaming combined with Augmented Reality,0.0,2018-04-26 00:00:00,2018-05-17 23:59:00,0.0,UTC--8,21 days 23:59:00.000000000
STT,Synthestech,Synthestech is a scientific research center engaged in technology development for synthesis of precious metals and valuable isotopes,0.0,2018-03-18 00:00:00,2018-05-18 00:00:00,0.0,UTC+0,61 days 00:00:00.000000000
WT,WorldWiFi,Decentralized free wifi network powered by blockchain,0.0,2018-04-18 00:00:00,2018-05-18 00:00:00,0.0,UTC+3,30 days 00:00:00.000000000
GOL,Goldiam,The Future of Gold and Diamond mining,0.0,2018-04-09 08:00:00,2018-05-18 08:00:00,0.0,UTC+1,39 days 00:00:00.000000000
DREAM,DreamTeam,DreamTeam  Infrastructure platform and payment gateway for esports and gaming,0.03,2018-04-12 17:00:00,2018-05-19 17:00:00,-0.8315,UTC+0,37 days 00:00:00.000000000
MIRA,Mira,Mira is a software suite for buying storing and sending cryptocurrencies in an easy and convenient way,0.0,2018-04-20 08:00:00,2018-05-20 08:00:00,0.0,UTC+0,30 days 00:00:00.000000000
FRYA,FrYA,Blockchain solution for Businesses of all size shapes and form for improved processes and systems efficiency,0.0,2018-04-10 09:00:00,2018-05-20 09:00:00,0.0,UTC+0,40 days 00:00:00.000000000
WEM,WindEnergyMining,Green Energy Green Mining Cryptocurrency mining in an ecofriendly environment,0.0,2018-03-20 10:00:00,2018-05-20 10:00:00,0.0,UTC+2,61 days 00:00:00.000000000
UBT,Unibright,The unified framework for blockchain based business integration to maximize efficiency and profits,0.0,2018-04-20 13:00:00,2018-05-20 13:00:00,0.0,UTC+0,30 days 00:00:00.000000000
LIKE,LikeCoin,LikeCoin aims to reinvent the Like by realigning creativity and reward,0.0,2018-05-07 00:00:00,2018-05-21 23:59:00,0.0,UTC+8,14 days 23:59:00.000000000
CMCT,Crowd Machine,Crowd Machine is powering the next generation of decentralized blockchain applications,0.0,2018-04-01 00:00:00,2018-05-22 23:59:00,0.0,UTC+0,51 days 23:59:00.000000000
RTC,Rentything,Rentything  Worlds 1st Decentralized P2P Renting Platform Airbnb for Everything RentGetPaid,0.0,2018-04-25 13:00:00,2018-05-23 13:00:00,0.0,UTC+0,28 days 00:00:00.000000000
MVL,Mass Vehicle Ledger,Mass Vehicle Ledger Ecosystem MVL Ecosystem pronounced as embuh l Ecosystem is a new blockchainbased ecosystem created for use in the vehicle industry,0.0,2018-05-15 21:00:00,2018-05-24 21:00:00,0.0,UTC+9,9 days 00:00:00.000000000
GAI,GraphGrail AI,Artificial intelligence platform for blockchain built on the basis of natural language processing technologies,0.0,2018-02-19 08:00:00,2018-05-25 08:00:00,0.0,UTC+0,95 days 00:00:00.000000000
SMOKE,SMOKE,SMOKE is the cryptocurrency of the SmokeNetwork The first cannabis community to combine blockchain technology with soc,0.04,2018-04-20 12:00:00,2018-05-25 12:00:00,-0.5555,UTC+0,35 days 00:00:00.000000000
BUNNY,BunnyToken,BunnyToken is a payment solution for the 103 billion adult industry,0.0,2018-04-25 14:00:00,2018-05-25 23:59:00,0.0,UTC+0,30 days 09:59:00.000000000
MMTM,MobileBridge,The Blockchain and cryptotoken based marketing automation platform for optimized market performance,0.0,2018-04-26 00:00:00,2018-05-25 23:59:00,0.0,UTC+0,29 days 23:59:00.000000000
CADV,Coinadvisor,Coinadvisor is a trading platform for arbitrage bot and a multi accounts management tool,0.0,2018-04-27 00:00:00,2018-05-27 23:59:00,0.0,UTC+1,30 days 23:59:00.000000000
TSR,TransCrypt,Send and receive money like a text or email messages through encryption,0.0,2018-04-30 00:00:00,2018-05-27 23:59:00,0.0,UTC--8,27 days 23:59:00.000000000
XSO,Xsolus,Blockchain Services and Product Ecosystem Development bringing many benefits to users and stakeholders,0.0,2018-05-01 15:00:00,2018-05-29 14:59:00,0.0,UTC+0,27 days 23:59:00.000000000
DTC,DateCoin,The fastest successful match,0.0,2018-03-30 00:00:00,2018-05-30 00:00:00,0.0,UTC+0,61 days 00:00:00.000000000
ADBL,Adblurb,The Future of Advertising Adblur helps to make marketing and advertising very easy and it reduces costs,0.0,2018-05-01 00:00:00,2018-05-30 00:00:00,0.0,UTC+0,29 days 00:00:00.000000000
ZFL,Zuflo.IO,Trading and Finance all on one platform It is a onestopshop for cryptocurrency and cryptoasset trading,0.0,2018-05-01 00:00:00,2018-05-30 13:50:00,0.0,UTC+3,29 days 13:50:00.000000000
IRYO,Iryo,Blockchain driven healthcare network built on decentralising access to medical data,0.0,2018-04-30 14:00:00,2018-05-30 14:00:00,0.0,UTC+0,30 days 00:00:00.000000000
GOC,GoChain,GoChain is a scalable Ethereum based smart contract blockchain that is fast secure and green,0.0,2018-05-16 00:00:00,2018-05-31 00:00:00,0.0,UTC--8,15 days 00:00:00.000000000
DIW,DIW Token,DIW is a secure blockchainbased digital platform which safeguards and secures your digital life,0.0,2018-05-03 12:00:00,2018-05-31 12:00:00,0.0,UTC+0,28 days 00:00:00.000000000
BIRD,Birdchain,Birdchain  blockchain based A2P2P Application to person to person app,0.0,2018-03-01 15:00:00,2018-05-31 15:00:00,0.0,UTC+3,91 days 00:00:00.000000000
JOI,Jointedu,Educational investment on Blockchain Enable everybody to share their knowledge and skills through our future online learning system,0.0,2018-04-16 09:00:00,2018-05-31 23:00:00,0.0,UTC+7,45 days 14:00:00.000000000
BTF,BITRUST,A decentralized easy to use peer2peer cryptocurrency insurance platform,0.0,2018-04-02 12:00:00,2018-05-31 23:59:00,0.0,UTC+0,59 days 11:59:00.000000000
BPS,BitProperty,Tokenizing and digitalizing Real Estate Investments through the application of Blockchain Technology,0.0,2018-04-16 00:00:00,2018-05-31 23:59:00,0.0,UTC+3,45 days 23:59:00.000000000
A2A,STeX Exchange,All Coins One Platform Trade over 10000 direct coin cross rates in one place,0.0,2018-05-01 12:00:00,2018-05-31 23:59:00,0.0,UTC+0,30 days 11:59:00.000000000
CUZ,Cool Cousin,Revolutionizing travel with a sharing economy powered by Blockchain for efficiency transparency and security,0.0,2018-04-26 00:00:00,2018-05-31 23:59:00,0.0,UTC+0,35 days 23:59:00.000000000
SLT,Successlife,A customized Payment Solution for the Education Personal and Professional Development Industries,0.0,2018-04-15 00:00:00,2018-05-31 23:59:00,0.0,UTC+0,46 days 23:59:00.000000000
FAN,FCFL,The first professional sports league built on the blockchain and controlled by the fans,0.0,2018-03-20 09:00:00,2018-05-31 23:59:00,0.0,UTC--8,72 days 14:59:00.000000000
VIC,Virtonomics,Ecosystem capable of meeting the million people needs in an affordable interesting creative and wellpaid online job,0.0,2018-03-01 00:00:00,2018-05-31 23:59:00,0.0,UTC+4,91 days 23:59:00.000000000
TNS,Transcodium,Transcodium aims to provide the first peertopeer blockchain based and decentralized media transcoding editing and distribution platform with high quality and reliable computational power at a very affordable price,0.0,2018-02-28 00:00:00,2018-05-31 23:59:59,-0.9937,UTC+0,92 days 23:59:59.000000000
GMBC,Gamblica,Gamblica is an international gambling platform based on innovative digital solutions and blockchain technology,0.0,2018-03-01 00:00:00,2018-06-01 00:00:00,0.0,UTC+0,92 days 00:00:00.000000000
BMT,BitMinutes,The primary goal of Bitminutes ICO is to provide access to key financial services for over two billion unbanked worldwide,0.0,2018-04-30 12:00:00,2018-06-01 12:00:00,0.0,UTC+4,32 days 00:00:00.000000000
KNT,Kora Network,Infrastructure for building inclusive financial systems for all and sundry using blockchain,0.0,2018-05-18 12:00:00,2018-06-01 12:00:00,-0.996,UTC+0,14 days 00:00:00.000000000
EOS,EOS,A powerful infrastructure for decentralized apps powered by Blockchain Technology,3.47,2017-06-26 14:00:00,2018-06-01 14:00:00,0.0,UTC+0,340 days 00:00:00.000000000
SAF,Safinus,A platform that unites novice and experienced investors,0.0,2018-05-02 00:00:00,2018-06-02 23:59:00,0.0,UTC+0,31 days 23:59:00.000000000
ETA,Etheera,The Future of Real Estate with decentralized Portal  All in One Software Solution for the Agents,0.0,2018-02-10 10:00:00,2018-06-03 10:00:00,0.0,UTC+1,113 days 00:00:00.000000000
CC,Cultural Places,Blockchain meets culture connect visitors institutions and artists,0.0,2018-03-05 14:00:00,2018-06-04 14:00:00,0.0,UTC+1,91 days 00:00:00.000000000
SQoin,StasyQ,StasyQ brings crypto revolution to the adult industry,0.0,2018-04-06 12:00:00,2018-06-05 12:00:00,0.0,UTC+0,60 days 00:00:00.000000000
TOPIA,TopiaCoin,Secure and Decentralized File Sharing Infrastructure using blockchain technology,0.0,2018-05-15 12:00:00,2018-06-05 12:00:00,0.0,UTC+0,21 days 00:00:00.000000000
IMT,MoneyToken,MoneyToken provides cryptobacked loans stablecoin MTC and a decentralized exchange service,0.0,2018-05-02 00:00:00,2018-06-06 23:59:00,0.0,UTC+0,35 days 23:59:00.000000000
COIL,CoinOil,Oil Backed Coin CoinOil will be supported by assets in physical oil  oil futures,0.0,2018-03-24 00:00:00,2018-06-08 23:59:00,0.0,UTC--8,76 days 23:59:00.000000000
WRT,White Rabbit,White Rabbit allows you to reward the films and series you stream on whatever peertopeer platform you choose to stream them from,0.0,2018-05-15 14:00:00,2018-06-10 14:00:00,0.0,UTC+0,26 days 00:00:00.000000000
MTV,Multiversum,4th Generation Blockchain with a Multidimensional Structure POS,0.0,2018-04-16 00:00:00,2018-06-10 23:59:00,0.0,UTC+1,55 days 23:59:00.000000000
GIF,GIFcoin,The GIF in GIFcoin stands for Gambling Investment Fund Gamers get to make winning in a provably fair gambling system,0.0,2018-03-16 08:00:00,2018-06-12 00:00:00,0.0,UTC+0,87 days 16:00:00.000000000
CRD,CRYDE,A blockchain based car raffle platform with profit dividend paid out to token holders,0.0,2018-05-07 12:00:00,2018-06-12 12:00:00,0.0,UTC+1,36 days 00:00:00.000000000
CRS,CRYSTALS,First blockchain platform for modeling industry which operates as an intermediary between service providers and customers,0.0,2018-05-29 00:00:00,2018-06-12 23:59:00,0.0,UTC+2,14 days 23:59:00.000000000
ANK,Airchain Network,Airchain is the next revolution in Freight Industry for unrivaled transparency and efficiency,0.0,2018-05-14 20:00:00,2018-06-14 20:00:00,0.0,UTC+1,31 days 00:00:00.000000000
FLIX,CryptoFlix,Blockchain streaming platform to disrupt the global TV,0.0,2018-05-15 00:00:00,2018-06-15 00:00:00,0.0,UTC+0,31 days 00:00:00.000000000
BINK,BINKD,Decentralized Cryptocurrency Exchange with Fiat onboarding,0.0,2018-04-15 06:00:00,2018-06-15 06:00:00,0.0,UTC+0,61 days 00:00:00.000000000
BHM,BHOM,Decentralized Property Transaction  Investment Platform,0.0,2018-05-10 11:56:00,2018-06-15 11:56:00,0.0,UTC+1,36 days 00:00:00.000000000
BRM,BIORITMAI,A PERSONALIZED MEDICINE OF THE FUTURE A modern system of biorhythm monitoring with the most sophisticated tools for analysis and realtime diagnostics,0.01,2018-04-16 00:00:00,2018-06-16 00:00:00,-0.9962000000000001,UTC+3,61 days 00:00:00.000000000
BFDT,Befund,Decentralized Blockchain service platform for funds It is a Dapp of a public chain designed for the financial industry,0.0,2018-05-16 00:00:00,2018-06-16 00:00:00,0.0,UTC+8,31 days 00:00:00.000000000
QYK,QYKBAR,Your Personal Bar on the Cloud,0.0,2018-05-15 09:00:00,2018-06-16 09:00:00,0.0,UTC+1,32 days 00:00:00.000000000
TECT,Cryptectum,Investments in swiss real estate on blockchain basis to help streamline the industry make it more efficient and profitable,0.0,2018-03-27 12:00:00,2018-06-17 12:00:00,0.0,UTC+2,82 days 00:00:00.000000000
DAC,DACC,DACC is the worlds first contentbased blockchain that features identity and access management IAM at the infrastructure level,0.0,2018-06-10 00:00:00,2018-06-17 23:59:00,0.0,UTC+8,7 days 23:59:00.000000000
ETD,Earthmedz,Ensuring the accessibility of efficient healthcare globally using blockchain,0.0,2018-04-20 10:00:00,2018-06-18 23:59:00,0.0,UTC+0,59 days 13:59:00.000000000
SOOM,SOOM Blockchain,SOOM 4th Blockchain is a BlockchainasaService platform designed for both conventional and smartphone usage,0.0,2018-05-15 00:00:00,2018-06-20 00:00:00,0.0,UTC+0,36 days 00:00:00.000000000
DEED,Deedcoin,Deedcoin is the blockchain of the real estate industry reducing commissions by over 80 with licensed agents anywhere,0.0,2018-05-21 10:00:00,2018-06-21 10:00:00,0.0,UTC--5,31 days 00:00:00.000000000
OAK,Acorn Collective,Making crowdfunding easy and accessible to anyone anywhere and at anytime,0.0,2018-05-26 00:00:00,2018-06-24 00:00:00,0.0,UTC+0,29 days 00:00:00.000000000
WEE,WeevoCity,Decentralized Social Urban Network for Online Marketing Focused on Local Business,0.0,2018-04-26 00:01:00,2018-06-25 00:00:00,0.0,UTC+2,59 days 23:59:00.000000000
CMA,Coin Mine Australia,Australias First  Largest Crowd Funded Mining Operation,0.0,2018-04-16 08:00:00,2018-06-25 23:59:00,0.0,UTC+8,70 days 15:59:00.000000000
SAVG,Savage Token,The Savage Token project is a  democratized tokenized reputationbased stock media platform that rewards millions of digital content creators without the need for any central middlemen,0.0,2018-03-26 00:01:00,2018-06-26 23:59:00,0.0,UTC+0,92 days 23:58:00.000000000
ICST,ICST,ICST is a platform used to identity store and protect creative content using blockchain technology,0.0,2018-06-12 00:00:00,2018-06-29 00:00:00,0.0,UTC+0,17 days 00:00:00.000000000
PTH,PRETHER,PRETHER Cryptocurrency backed by Precious Metals to give intrinsic value to investors,0.0,2018-04-01 00:00:00,2018-06-30 00:00:00,0.0,UTC+1,90 days 00:00:00.000000000
ADM,ADAMANT Messenger,The most secure and anonymous messenger encrypted with Blockchain ADAMANT will bring a new user experience to messaging,0.0,2018-01-30 06:18:00,2018-06-30 06:19:00,0.0,UTC+3,151 days 00:01:00.000000000
WELL,WELL,Healthcare Delivered WELL With Blockchain technology WELL is set to revolutionize the healthcare industry,0.0,2018-04-16 08:00:00,2018-06-30 08:00:00,-0.9555,UTC+0,75 days 00:00:00.000000000
TRW,Triwer,Parcel Delivery with Precision and Speed Using Blockchain Technology for improved Efficiency,0.0,2018-06-01 12:00:00,2018-06-30 12:00:00,0.0,UTC+1,29 days 00:00:00.000000000
EQUI,EQUI,EQUI disrupts the traditional venture investment market by empowering the crypto community to join the next generation of venture capital investors,0.0,2018-03-15 13:00:00,2018-06-30 12:00:00,0.0,UTC+0,106 days 23:00:00.000000000
LTS,Lotus Core,The decentralized platform for gamers developers and investors,0.0,2018-05-30 13:00:00,2018-06-30 13:00:00,0.0,UTC+0,31 days 00:00:00.000000000
RAC,RoBET,RoBET is going to be the first platform for crypto sports betting and cryptocurrency exchange,0.0,2018-04-20 15:00:00,2018-06-30 15:00:00,0.0,UTC+0,71 days 00:00:00.000000000
GREM+GRET,Global REIT,The first ever Blockchain based Real Estate Investment Trust REIT to ensure profitable returns for subscribers,0.0,2018-06-01 17:00:00,2018-06-30 17:00:00,0.0,UTC+0,29 days 00:00:00.000000000
GBT,Globatalent,The sports marketplace where you can invest in your worldwide idols by making use of the magic of blockchain technology to present a transparent process,0.0,2018-06-18 00:00:00,2018-06-30 23:59:00,0.0,UTC+1,12 days 23:59:00.000000000
KON,Konios,The worlds most secure cash  crypto platform,0.0,2018-05-01 00:00:00,2018-06-30 23:59:00,0.0,UTC+1,60 days 23:59:00.000000000
AST,All-Stocks Network,The ALLSTOCKS Network is a distributed global stock exchange platform which aims to interface with all major stock exchanges and stock brokers around the world,0.0,2018-05-01 00:00:00,2018-06-30 23:59:00,0.0,UTC+2,60 days 23:59:00.000000000
CHIP,RealCasino,RealCasino is a decentralized distributed casino gaming platform,0.0,2018-05-01 17:00:00,2018-06-30 23:59:00,-0.917,UTC+0,60 days 06:59:00.000000000
PGC,Paygine,Paygine is an open financial platform designed to operate within its own proprietary banking structure and designed to serve cryptobusiness needs,0.0,2018-04-01 00:01:00,2018-06-30 23:59:00,0.0,UTC--5,90 days 23:58:00.000000000
TCH,Teacher Coin,Teacher Coin TCH Crypto Currency for Educators provides a Universal platform for Teachers to purchase and sell resources and plan for Retirement,0.0,2018-06-15 23:59:00,2018-06-30 23:59:00,0.0,UTC+8,15 days 00:00:00.000000000
TBT,TRIPBIT,The New Global Currency for Travel and Tourism,0.0,2018-05-01 00:00:00,2018-07-03 00:00:00,0.0,UTC+0,63 days 00:00:00.000000000
WINS,WinStars,Winstars is a decentralized gaming platform with a catalog of gambling resources the core is built on Blockchain and smart contracts,0.0,2018-06-03 00:01:00,2018-07-03 23:59:00,0.0,UTC+3,30 days 23:58:00.000000000
DZC,D-ZONE COIN,The worlds first settlement service using block chain technology that realizing low commission high security immediate settlement,0.0,2018-06-01 00:00:00,2018-07-04 23:59:00,0.0,UTC+9,33 days 23:59:00.000000000
DTX,DataBroker DAO,DataBroker DAO is the first marketplace to sell  buy sensor data through the use of Blockchain Technology,0.0,2018-04-26 16:00:00,2018-07-07 16:00:00,0.0,UTC+1,72 days 00:00:00.000000000
ESS,Essentia,Essentia is the interoperations and data management framework forged by a whole new set of protocols,0.0,2018-06-25 12:01:00,2018-07-08 12:00:00,-0.9887,UTC+0,12 days 23:59:00.000000000
CIF,CrowdIF,A revolutionary project using sentiment analysis for crypto trading through sophisticated algorithms,0.0,2018-06-25 12:00:00,2018-07-10 12:00:00,0.0,UTC+0,15 days 00:00:00.000000000
XSE,XSEARCH,XSEARCH  Innovating Research System using the power of blockchain technology,0.0,2018-06-10 14:00:00,2018-07-10 23:00:00,0.0,UTC+2,30 days 09:00:00.000000000
DTT,Delphi Technologies Token.,Smart wallet  Currency for Delphi Intelligent carsThis is a token used in Delphi intelligent  driverless cars for use by car,0.0,2018-05-01 17:00:00,2018-07-11 23:59:00,0.0,UTC+7,71 days 06:59:00.000000000
NH,Nihilum,A lifetime cloud mining service provider managed by a Danish company and a group of passionate professionals,0.0,2018-05-11 00:00:00,2018-07-11 23:59:00,0.0,UTC+3,61 days 23:59:00.000000000
MDX,Mandala,A revolutionary digital asset exchange which is simple secure and sustainable,0.0,2018-06-01 00:01:00,2018-07-13 23:59:00,0.0,UTC--5,42 days 23:58:00.000000000
FNT,Friend,Worlds first decentralised open source and device independent computer based on Blockchain Technology,0.0,2018-06-15 09:00:00,2018-07-14 09:00:00,0.0,UTC+0,29 days 00:00:00.000000000
ODY,Odyfund,Fundraising platform linked to a humanitarian crypto emergency fund,0.0,2018-06-15 12:00:00,2018-07-15 12:00:00,0.0,UTC+0,30 days 00:00:00.000000000
VRN,VERNAM,The Worlds First 0 commission insurance on the Blockchain  making insurance more affordable,0.0,2018-06-04 09:01:00,2018-07-15 23:59:00,0.0,UTC+0,41 days 14:58:00.000000000
ABCS,AbacasXchange,AbacasXchange is a universal exchange that allows you to trade exchange or transfer Any Asset Anywhere Anytime,0.0,2018-06-15 00:00:00,2018-07-15 23:59:00,0.0,UTC+0,30 days 23:59:00.000000000
BEAT,BEAT,BEAT is a SportAlliance project to help promote Sporting and Healthy activities,0.0,2018-02-21 00:00:00,2018-07-15 23:59:00,0.0,UTC+1,144 days 23:59:00.000000000
KEP,Kepler Technologies,Artificial Intelligence AI and Robotics Ecosystem Powered by Blockchain Technology,0.0,2018-06-26 00:00:00,2018-07-17 00:00:00,0.0,UTC+4,21 days 00:00:00.000000000
FTEC,FTEC,FTEC is an ecosystem of intelligent services and neural networks for conducting effective trading activities on cryptocurrency markets,0.0,2018-06-20 14:00:00,2018-07-18 14:00:00,0.0,UTC+0,28 days 00:00:00.000000000
PERA,PAYERA,A new era in the crypto world through simple shopping and easy payment,0.0,2018-06-20 18:00:00,2018-07-18 18:00:00,0.0,UTC+1,28 days 00:00:00.000000000
LUK,Luckchemy,Luckchemy is a scalable and provably fair online gambling platform driven by a unique combination of blockchain technology and offchain cryptography,0.0,2018-05-22 00:00:00,2018-07-20 23:59:00,0.0,UTC+0,59 days 23:59:00.000000000
GANA,GANA,The blockchain based AI platform providing personal assistance in cannabis industry,0.0,2018-05-21 00:00:00,2018-07-21 23:59:00,0.0,UTC+1,61 days 23:59:00.000000000
ATK,IAC AutoUnit,Decentralized marketplace with multilevel cashback,0.0,2018-03-26 12:00:00,2018-07-22 12:00:00,0.0,UTC+3,118 days 00:00:00.000000000
TYPE,Typerium,IP Protected contentcreation platform social media network and marketplace,0.0,2018-06-26 19:00:00,2018-07-23 23:59:00,0.0,UTC+1,27 days 04:59:00.000000000
YUM,Yumerium,Play review and Share to Earn on an open Gaming Platform which makes use of the Blockchain,0.0,2018-05-24 02:00:00,2018-07-24 02:00:00,0.0,UTC--8,61 days 00:00:00.000000000
TTV,TV-TWO,Television Ecosystem on the Blockchain which enables directs connection between viewers advertisers and content creators,0.0,2018-05-24 13:00:00,2018-07-24 13:00:00,0.0,UTC+0,61 days 00:00:00.000000000
REFER,Plentix,Connecting and rewarding participants in online referral programs power by Blockchain Technology,0.0,2018-07-11 12:00:00,2018-07-25 12:00:00,0.0,UTC+11,14 days 00:00:00.000000000
CHBR,CriptoHub,CriptoHub is a Brazilian cryptocurrency exchange bringing unique benefits Brazil,0.0,2018-04-20 00:00:00,2018-07-27 00:00:00,0.0,UTC--3,98 days 00:00:00.000000000
VLR,Valorem Foundation,Valorem Foundation is building a niche ecommerce platform for 99 of the market,0.03,2017-12-15 03:00:00,2018-07-28 03:00:00,-0.9813,UTC+0,225 days 00:00:00.000000000
COT,Coinet,Coinet Financing Platform is a decentralized P2P platform that will directly connect investors and project owners We will follow the DAICO model,0.0,2018-06-22 12:00:00,2018-07-28 12:00:00,0.0,UTC+0,36 days 00:00:00.000000000
AQUAX,IAqua,Expansion of sustainable freshwater aquaculture facility in Australia to grow premium quality fish,0.0,2018-04-29 01:00:00,2018-07-29 01:00:00,0.0,UTC+0,91 days 00:00:00.000000000
LBT,LendsBay,LendsBay is system for trusted financial transactions between people based on transparency and blockchain technology,0.0,2018-06-18 00:00:00,2018-07-29 23:59:00,0.0,UTC+3,41 days 23:59:00.000000000
AVINOC,Avinoc,The Blockchain Solution disrupting the global General Aviation Business,0.0,2018-07-14 00:00:00,2018-07-30 00:00:00,0.0,UTC+2,16 days 00:00:00.000000000
PT,Playtness,Tokenizing the world of fitness to create healthier lives for all around the globe using the power of blockchain technology,0.0,2018-07-01 12:00:00,2018-07-30 12:00:00,0.0,UTC+2,29 days 00:00:00.000000000
K2G,Kasko2go,First blockchain community for safer driving and help drive down car insurance costs,0.0,2018-07-01 12:01:00,2018-07-30 12:00:00,0.0,UTC+1,28 days 23:59:00.000000000
FLEX,TrustedCars Flex,AwardWinning German Company is changing Car Ownership forever by incorporating the magic of Blockchain Technology,0.0,2018-06-11 09:00:00,2018-07-30 23:00:00,0.0,UTC+2,49 days 14:00:00.000000000
DEC,Darico,Monitor Trade Invest Spend,0.1,2018-01-30 00:00:00,2018-07-30 23:59:00,-0.8056,UTC+1,181 days 23:59:00.000000000
C4F,Coins4Favors,A decentralized blockchain powered peertopeer platform for favors and minijobs around the world,0.0,2018-06-01 00:00:00,2018-07-30 23:59:00,0.0,UTC+0,59 days 23:59:00.000000000
FANZ,SportsCastr FanChain,Sports Token and Decentralized Ecosystem That Knows Your Favorite Team,0.0,2018-06-30 04:25:00,2018-07-31 04:25:00,0.0,UTC+2,31 days 00:00:00.000000000
XPR,PR Network,PRnetwork is an incentivebased voting protocol designed to decentralized the reputation and value of everything,0.0,2018-07-01 12:12:00,2018-07-31 12:12:00,0.0,UTC+0,30 days 00:00:00.000000000
BANG,Bounty Angels,A solution for Bounty hunters For ICO For blockchain community For everyone,0.0,2018-07-01 00:00:00,2018-08-01 00:00:00,0.0,UTC+0,31 days 00:00:00.000000000
LIC,Ligercoin,LIGER is here with best processes swifter transactions and smartest thinking Its advanced features of safety and anonymity are ready to win hearts and games,0.0,2018-06-17 09:00:00,2018-08-01 23:55:00,0.0,UTC+0,45 days 14:55:00.000000000
STAR,Starflow,Starflow is a blockchainpowered ecosystem for the influencer economy,0.0,2018-07-04 09:00:00,2018-08-04 09:00:00,0.0,UTC+1,31 days 00:00:00.000000000
DTN,Datareum,Decentralized Marketplace for Data helping data providers take control of their data,0.0,2018-06-02 12:00:00,2018-08-06 12:00:00,0.0,UTC+0,65 days 00:00:00.000000000
STM,STREAMITY,The key element of STREAMITY is StreamDesk decentralized application for exchange of cryptocurrency to fiat,0.0,2018-06-25 12:00:00,2018-08-06 12:00:00,0.0,UTC--8,42 days 00:00:00.000000000
BOTC,BotChain,Infrastructure for Trust and Audit of AI Systems It helps with increased adoption of AI,0.0,2018-07-08 17:40:00,2018-08-08 17:40:00,0.0,UTC--5,31 days 00:00:00.000000000
CODX,Codex Protocol,A decentralized registry for unique assets which makes use of Blockchain to verify and authenticate ownership of prized assets,0.0,2018-07-24 00:00:00,2018-08-08 23:59:00,0.0,UTC+0,15 days 23:59:00.000000000
MYDFS,MyDFS,Blockchainpowered daily fantasy sports which brings more efficiency for optimal user experience,0.0,2018-07-10 00:00:00,2018-08-10 23:59:00,0.0,UTC+0,31 days 23:59:00.000000000
MIB,MIB COIN,MIB coin is a smartphonebased Blockchain network which ensures efficient use of power through simplified coin mining,0.0,2018-07-20 00:00:00,2018-08-10 23:59:00,0.0,UTC+0,21 days 23:59:00.000000000
IC,INGOT Coin,Creating a onestopshop Ecosystem that will link the Crypto markets to the current financial markets,0.0,2018-07-01 00:00:00,2018-08-11 23:59:00,0.0,UTC+0,41 days 23:59:00.000000000
METM,MetaMorph Pro,Allinone Exchange to Secure Manage and Trade Cryptocurrencies It Presents Users with Convenience,0.0,2018-06-28 00:00:00,2018-08-14 00:00:00,0.0,UTC--5,47 days 00:00:00.000000000
B21,B21,Your personal wealth manager for cryptoassets to help maximize profits,0.0,2018-07-15 17:13:00,2018-08-14 17:14:00,0.0,UTC+0,30 days 00:01:00.000000000
HYB,Hybrid Betting,The unique platform in the world where betting is a different game,0.0,2018-06-14 12:00:00,2018-08-15 12:00:00,0.0,UTC+0,62 days 00:00:00.000000000
ASk,AllSpark,AllSpark Chain is a public blockchain where content creators advertisers and social media users coexist in a reciprocal sharing economy,0.0,2018-07-23 00:00:00,2018-08-15 23:59:00,0.0,UTC+0,23 days 23:59:00.000000000
Lamb,Lambda,A disruptor in blockchainbased storage solution The chain provides millions of Requests per Second RPS through sharding technology,0.0,2018-08-01 00:00:00,2018-08-15 23:59:00,0.0,UTC+8,14 days 23:59:00.000000000
TIP,Tip Blockchain,Powering mass adoption of cryptocurrency through discovery of information on the blockchain,0.0,2018-07-21 00:00:00,2018-08-17 23:59:00,0.0,UTC+0,27 days 23:59:00.000000000
OSA,OSA DC,The worlds first decentralized AIdriven marketplace providing realtime solutions to retailers manufacturers and consumers,0.0,2018-07-20 18:07:00,2018-08-20 18:07:00,0.0,UTC+0,31 days 00:00:00.000000000
ARTX,ArticleX,The first Publishing Platform for the Blockchain era  benefiting both publishers and visitors,0.0,2018-06-15 11:59:00,2018-08-20 23:59:00,0.0,UTC+0,66 days 12:00:00.000000000
IAM,IAME Identity,Making compromised information hackworthless It makes use of distributed ledger system to ensure that peoples identifications are secure,0.0,2018-07-04 00:01:00,2018-08-24 23:59:00,0.0,UTC+0,51 days 23:58:00.000000000
TRIL,Trilliant,Fractional Ownership Programs for Cryptocurrency ATMs Trilliant makes the highly lucrative cryptocurrency ATM business accessible to everyone,0.0,2018-08-11 00:00:00,2018-08-25 00:00:00,0.0,UTC+2,14 days 00:00:00.000000000
UBC,Ubcoin Market,Exchange Cryptocurrency for Real Goods and Vice VersaUbCoin makret makes a real life case for cryptocurrency transactions,0.0,2018-04-02 00:01:00,2018-08-27 23:59:00,0.0,UTC+0,147 days 23:58:00.000000000
LV,LendChain,LendChain is a distributed digital asset financial services platform based on the GXChain providing digital asset holders with financing investment insurance and other financial services,0.0,2018-08-28 12:00:00,2018-08-30 12:00:00,0.0,UTC+8,2 days 00:00:00.000000000
