,Name,Compound,Description,Duration,End,Negative,Neutral,Positive,Price(USD),ROI(Pct),Start,Ticker,Timezone
i,Real Estate Coupon,,,,,,,,,,,,
i,Elastos,0.152155,,,,0.0167,0.9367000000000001,0.0465,,,,,
i,TravelFlex Coin,,,,,,,,,,,,
i,Solareum,0.38886000000000004,,,,0.0,0.8788,0.1212,,,,,
i,tZERO,-0.08695,,,,0.0468,0.9321999999999999,0.021,,,,,
i,AppCoins,0.4457083333333334,,,,0.0,0.8770833333333335,0.12291666666666667,,,,,
i,Covesting,0.30693333333333334,,,,0.044333333333333336,0.8188333333333334,0.13683333333333333,,,,,
i,Gatcoin,,,,,,,,,,,,
i,envion (EVN),-0.3818,,,,0.0985,0.9015,0.0,,,,,
i,Crypterium,-0.21467500000000003,,,,0.18145000000000003,0.7418,0.07665,,,,,
i,LENDOIT,,,,,,,,,,,,
i,SwissBorg,0.43832999999999994,,,,0.0155,0.8311999999999999,0.1533,,,,,
i,Stars Group,0.5345636363636364,,,,0.005,0.8553636363636362,0.13963636363636364,,,,,
i,U.CASH,0.08399999999999999,,,,0.06035,0.86595,0.0736,,,,,
i,Blockchain Traded Fund,0.6249,,,,0.0,0.825,0.175,,,,,
i,CyberTrust,,,,,,,,,,,,
i,Trade.io,0.5487,,,,0.0,0.86,0.13999999999999999,,,,,
i,Loan or Lease,,,,,,,,,,,,
i,Fantasy Market,0.2739416666666667,,,,0.03075,0.8495,0.11966666666666666,,,,,
i,Cryptonetix,,,,,,,,,,,,
i,FamilyPoints,,,,,,,,,,,,
i,Freedom Streaming,0.03125,,,,0.0,0.9938750000000001,0.006125,,,,,
i,ODMCoin,,,,,,,,,,,,
i,STYRAS,,,,,,,,,,,,
i,LiveShow,0.064845,,,,0.03535,0.907,0.05765,,,,,
i,LH-Crypto,0.025733333333333334,,,,0.0,0.9806666666666667,0.019333333333333334,,,,,
i,DAO PlayMarket 2.0,,,,,,,,,,,,
i,NAU,-0.0007500000000000062,,,,0.047049999999999995,0.9162500000000001,0.036699999999999997,,,,,
i,Spectiv,,,,,,,,,,,,
i,BANKEX,0.156825,,,,0.0115,0.9216499999999999,0.06684999999999999,,,,,
i,EthLend,0.25597142857142857,,,,0.0,0.8947142857142857,0.1052857142857143,,,,,
i,Decentralized Escrow,,,,,,,,,,,,
i,CanYa,0.2311375,,,,0.007125,0.9278750000000001,0.06512499999999999,,,,,
i,Prosume Energy,,,,,,,,,,,,
i,INS Ecosystem,0.0,,,,0.0,1.0,0.0,,,,,
i,REMME,0.03606666666666667,,,,0.06666666666666667,0.867,0.06633333333333334,,,,,
i,Finney,0.0968,,,,0.007400000000000001,0.9458500000000001,0.04674999999999999,,,,,
i,Binary.com,0.065295,,,,0.022149999999999996,0.9432500000000001,0.0346,,,,,
i,Ethereum High,0.118285,,,,0.06975,0.8566,0.07365,,,,,
i,Hdac,0.4757666666666666,,,,0.042333333333333334,0.7943333333333333,0.16333333333333333,,,,,
i,kevin,0.0,,,,0.0,1.0,0.0,,,,,
i,Debitum Network,0.3323,,,,0.099,0.761,0.14,,,,,
i,indaHash,0.0,,,,0.0,1.0,0.0,,,,,
i,EtherSport,,,,,,,,,,,,
i,Propthereum,,,,,,,,,,,,
i,REGA Risk Sharing,,,,,,,,,,,,
i,Connectius,,,,,,,,,,,,
i,NOVAcool,,,,,,,,,,,,
i,Foreground,0.046460000000000036,,,,0.033933333333333336,0.9095333333333334,0.05653333333333334,,,,,
i,MiniApps.pro,,,,,,,,,,,,
i,Chainium,,,,,,,,,,,,
i,Investy,,,,,,,,,,,,
i,SophiaTX,,,,,,,,,,,,
i,Neufund,0.7088,,,,0.0,0.6702,0.3298,,,,,
i,ProsenseLive,,,,,,,,,,,,
i,Vega AI Solutions,,,,,,,,,,,,
i,XRED,,,,,,,,,,,,
i,NAGA Group,0.25096666666666667,,,,0.0,0.922,0.078,,,,,
i,MediBloc,0.07274,,,,0.0039,0.9727,0.023399999999999997,,,,,
i,Aigang Network,,,,,,,,,,,,
i,Delphi Systems,0.4215,,,,0.0,0.894,0.106,,,,,
i,Worldcore,-0.1819333333333333,,,,0.131,0.762,0.10733333333333332,,,,,
i,AML Bitcoin,0.11457499999999998,,,,0.046650000000000004,0.8823500000000001,0.07100000000000001,,,,,
i,algo.land,,,,,,,,,,,,
i,DIMND,,,,,,,,,,,,
i,JBOXCOIN,,,,,,,,,,,,
i,Geens,0.03511333333333333,,,,0.0,0.9907333333333334,0.009266666666666668,,,,,
i,VerifyUnion,,,,,,,,,,,,
i,DMarket,0.031799999999999995,,,,0.0705,0.851,0.0785,,,,,
i,Publica,-0.024029999999999996,,,,0.01825,0.9704499999999999,0.011300000000000001,,,,,
i,CCORE,,,,,,,,,,,,
i,CopPay,,,,,,,,,,,,
i,Vezt ICO,,,,,,,,,,,,
i,SENSE,0.022925,,,,0.04425,0.8939999999999999,0.061750000000000006,,,,,
i,Playkey.io,,,,,,,,,,,,
i,Storm,0.125,,,,0.00825,0.95405,0.0377,,,,,
i,WAX,0.12193000000000001,,,,0.0137,0.9383000000000001,0.048,,,,,
i,Bonpay,,,,,,,,,,,,
i,ZEUS,0.145775,,,,0.0,0.9400499999999999,0.05995,,,,,
i,Multibot,0.0,,,,0.0,1.0,0.0,,,,,
i,Safe Child Future,,,,,,,,,,,,
i,Confideal,,,,,,,,,,,,
i,Blockbid,,,,,,,,,,,,
i,WandX,,,,,,,,,,,,
i,Synapse,0.19295833333333332,,,,0.0,0.9288333333333334,0.07116666666666667,,,,,
i,Happiest at work,0.8126,,,,0.048,0.73,0.221,,,,,
i,Cash Poker Pro,,,,,,,,,,,,
i,CareerXon,,,,,,,,,,,,
i,MicroMoney,0.26488,,,,0.0511,0.8285,0.12029999999999999,,,,,
i,COPICO,,,,,,,,,,,,
i,Privatix,,,,,,,,,,,,
i,CREDEROOM,,,,,,,,,,,,
i,Genesis Vision,0.47563333333333335,,,,0.0,0.8254999999999999,0.1745,,,,,
i,Blockstack,0.022490000000000003,,,,0.04209999999999999,0.9168000000000001,0.04115,,,,,
i,CryptoHive,,,,,,,,,,,,
i,Altocar,0.0,,,,0.0,1.0,0.0,,,,,
i,Qvolta,,,,,,,,,,,,
i,Starbase,0.375675,,,,0.01205,0.8694,0.11855000000000002,,,,,
i,Utrust,-0.048937499999999995,,,,0.049875,0.897625,0.0525,,,,,
i,crypto.tickets,0.431025,,,,0.0,0.8678750000000001,0.132125,,,,,
i,Ripio Credit Network,,,,,,,,,,,,
i,Ethino,,,,,,,,,,,,
i,Dentacoin,0.24080000000000001,,,,0.0,0.84,0.16,,,,,
i,Aldoin,,,,,,,,,,,,
i,ATLANT,0.14421666666666666,,,,0.016666666666666666,0.9273333333333333,0.055999999999999994,,,,,
i,BannerCoin,,,,,,,,,,,,
i,Assistive Reality,,,,,,,,,,,,
i,Aeron,0.48984,,,,0.009266666666666668,0.8526666666666666,0.13806666666666664,,,,,
i,Cryptopay,0.25595,,,,0.00955,0.9145000000000001,0.07594999999999999,,,,,
i,Grant Hero,,,,,,,,,,,,
i,Tokenlab,,,,,,,,,,,,
i,LangPie,,,,,,,,,,,,
i,Swarm Fund,0.3612,,,,0.0,0.8646666666666666,0.13533333333333333,,,,,
i,Soma,0.13291,,,,0.0126,0.9374499999999999,0.04995,,,,,
i,ClearPoll,,,,,,,,,,,,
i,Astronaut,-0.09411499999999999,,,,0.03675,0.96325,0.0,,,,,
i,KEY TOKEN,,,,,,,,,,,,
i,CHEX,0.3521400000000001,,,,0.0,0.9016499999999997,0.09835000000000003,,,,,
i,BLOCKv,-0.296,,,,0.128,0.872,0.0,,,,,
i,Bookira,,,,,,,,,,,,
i,Sex Service,0.21105,,,,0.0,0.9245,0.0755,,,,,
i,COBINHOOD,-0.3971,,,,0.18,0.707,0.114,,,,,
i,Flyp.me,,,,,,,,,,,,
i,MyWill Platform,,,,,,,,,,,,
i,ChainLink,0.16382,,,,0.0257,0.8765000000000001,0.0978,,,,,
i,AirToken,,,,,,,,,,,,
i,DIGI,0.023954999999999997,,,,0.0,0.9928500000000001,0.007150000000000001,,,,,
i,Eidoo,0.04399230769230769,,,,0.0,0.9874615384615384,0.012538461538461538,,,,,
i,Ethbet,,,,,,,,,,,,
i,DLS Academy,,,,,,,,,,,,
i,Paragon Coin,,,,,,,,,,,,
i,HEDGE TOKEN,,,,,,,,,,,,
i,EventChain,,,,,,,,,,,,
i,BitJob,0.08446666666666665,,,,0.08266666666666667,0.7666666666666666,0.15066666666666664,,,,,
i,DomRaider,,,,,,,,,,,,
i,Power Ledger,0.5282588235294119,,,,0.0,0.8280588235294117,0.1719411764705882,,,,,
i,Lust.agency,,,,,,,,,,,,
i,Planes Cloud,-0.115775,,,,0.035250000000000004,0.96475,0.0,,,,,
i,Prover,0.33235000000000003,,,,0.0,0.92125,0.07875,,,,,
i,MoneypotX,,,,,,,,,,,,
i,AxionV,,,,,,,,,,,,
i,Litra Coin,,,,,,,,,,,,
i,jNet1,,,,,,,,,,,,
i,Reality Clash,0.5411,,,,0.0,0.838,0.162,,,,,
i,Kin,0.21876500000000002,,,,0.028199999999999996,0.8931499999999998,0.07865000000000001,,,,,
i,DetectorToken,,,,,,,,,,,,
i,Becksang,,,,,,,,,,,,
i,Kyber Network,0.23835,,,,0.0,0.919,0.081,,,,,
i,Umbrella Coin,,,,,,,,,,,,
i,KICKICO,0.3776,,,,0.0,0.8400000000000001,0.16,,,,,
i,ICOBox,,,,,,,,,,,,
i,BitDice,,,,,,,,,,,,
i,Daseron,,,,,,,,,,,,
i,Aventus,0.2250611111111111,,,,0.0,0.918388888888889,0.0816111111111111,,,,,
i,Wild Crypto,0.0,,,,0.0,1.0,0.0,,,,,
i,Ahoolee,,,,,,,,,,,,
i,Hubii Network,,,,,,,,,,,,
i,FileCoin,0.21698888888888887,,,,0.0,0.9301111111111111,0.06988888888888889,,,,,
i,Snapup,0.6369,,,,0.03,0.83,0.14,,,,,
i,Arena,0.012525,,,,0.0222,0.94985,0.027949999999999996,,,,,
i,Tron,0.280755,,,,0.011,0.89225,0.09675,,,,,
i,Benjacoin,,,,,,,,,,,,
i,Monetha,,,,,,,,,,,,
i,ATB Coin,-0.296,,,,0.095,0.905,0.0,,,,,
i,Bowhead,0.0,,,,0.0,1.0,0.0,,,,,
i,RasputinOnline Coin,,,,,,,,,,,,
i,AICoin,,,,,,,,,,,,
i,iMPERIUM,0.009194999999999995,,,,0.01255,0.9625999999999999,0.02485,,,,,
i,Corion Platform,,,,,,,,,,,,
i,Obsidian,0.061024999999999996,,,,0.0116,0.9670500000000001,0.02135,,,,,
i,Rivet,0.11208500000000002,,,,0.026250000000000006,0.9129000000000002,0.06085,,,,,
i,0x,0.24294,,,,0.00485,0.9046000000000001,0.09055,,,,,
i,Decentraland,0.18899500000000002,,,,0.0034500000000000004,0.9318,0.06475,,,,,
i,CoinDash,0.34,,,,0.0,0.833,0.167,,,,,
i,CoinJob,,,,,,,,,,,,
i,Hive,0.216825,,,,0.007000000000000001,0.9036500000000001,0.08935,,,,,
i,Suretly,,,,,,,,,,,,
i,CryptoABS,,,,,,,,,,,,
i,Starta,-0.18528571428571428,,,,0.147,0.7202857142857143,0.13285714285714287,,,,,
i,Stox,0.0,,,,0.0,1.0,0.0,,,,,
i,district0x,0.4019,,,,0.0,0.909,0.091,,,,,
i,Dent,-0.02913,,,,0.00465,0.99535,0.0,,,,,
i,TenX,-0.11932499999999999,,,,0.14499999999999996,0.8046,0.0504,,,,,
i,Populous,0.04653333333333334,,,,0.009583333333333334,0.9553333333333334,0.035083333333333334,,,,,
i,Tezos,0.16773,,,,0.0059,0.9454,0.04869999999999999,,,,,
i,InsureX,0.0,,,,0.0,1.0,0.0,,,,,
i,Metal,0.0027350000000000057,,,,0.03705,0.9327499999999999,0.0303,,,,,
i,Cofound.it,,,,,,,,,,,,
i,Santiment,0.20916315789473686,,,,0.0,0.9547894736842104,0.04521052631578948,,,,,
i,Bitquence,,,,,,,,,,,,
i,MyBit,,,,,,,,,,,,
i,AdToken,,,,,,,,,,,,
i,Primalbase,,,,,,,,,,,,
i,Internet of Coins,,,,,,,,,,,,
i,Civic,0.6327900000000001,,,,0.0,0.7838999999999999,0.21610000000000004,,,,,
i,OneGram,0.0,,,,0.0,1.0,0.0,,,,,
i,Beth,0.09998499999999999,,,,0.0247,0.90865,0.06665,,,,,
i,21 Million,-0.08267,,,,0.05815,0.90295,0.038900000000000004,,,,,
i,Status,0.05518000000000001,,,,0.0069500000000000004,0.9752000000000001,0.017849999999999998,,,,,
i,SONM,0.5371631578947369,,,,0.005736842105263158,0.8289473684210528,0.16531578947368422,,,,,
i,Compcoin,,,,,,,,,,,,
i,Minexcoin,,,,,,,,,,,,
i,Katalyse,0.04046,,,,0.0,0.9879999999999999,0.012,,,,,
i,Bancor,0.0,,,,0.0,1.0,0.0,,,,,
i,Omise GO,0.3127,,,,0.0,0.868,0.132,,,,,
i,Voise,0.16763333333333333,,,,0.0335,0.8969999999999999,0.06949999999999999,,,,,
i,GigaWatt,-0.63003,,,,0.26050000000000006,0.7255999999999999,0.013900000000000001,,,,,
i,Dcorp,,,,,,,,,,,,
i,Sphre,,,,,,,,,,,,
i,NVO,0.0021050000000000014,,,,0.041499999999999995,0.91655,0.04190000000000001,,,,,
i,Wagerr,0.20232,,,,0.0053,0.9007499999999997,0.09395,,,,,
i,Basic Attention Token,0.0,,,,0.0,1.0,0.0,,,,,
i,Patientory,,,,,,,,,,,,
i,Exscudo,0.5510857142857143,,,,0.0,0.7944285714285714,0.20557142857142857,,,,,
i,Mysterium,0.151255,,,,0.0,0.9562999999999999,0.0437,,,,,
i,Veritaseum,0.13237142857142856,,,,0.02542857142857143,0.9411428571428572,0.03328571428571429,,,,,
i,Adelphoi,0.7502,,,,0.0,0.7505,0.2495,,,,,
i,CryptoPing,,,,,,,,,,,,
i,Quantum RL ,,,,,,,,,,,,
i,Crypviser,,,,,,,,,,,,
i,Storj,0.26237000000000005,,,,0.0,0.9115,0.0885,,,,,
i,Monaco,0.26064999999999994,,,,0.0,0.9095500000000001,0.09045,,,,,
i,Aragon,0.020285000000000004,,,,0.0032,0.9841,0.0127,,,,,
i,Peerplays,0.44973529411764707,,,,0.008529411764705883,0.8260000000000001,0.1654705882352941,,,,,
i,Ethbits,0.0,,,,0.0,1.0,0.0,,,,,
i,Aeternity,0.28489000000000003,,,,0.0068000000000000005,0.9021499999999998,0.09104999999999999,,,,,
i,ZrCoin,,,,,,,,,,,,
i,Blockchain Capital,0.219995,,,,0.00795,0.9325999999999999,0.059399999999999994,,,,,
i,BOScoin,,,,,,,,,,,,
i,EcoBit,,,,,,,,,,,,
i,TokenCard,,,,,,,,,,,,
i,BlockPool,0.7918499999999999,,,,0.0,0.754,0.246,,,,,
i,TaaS,0.06142000000000001,,,,0.06895,0.8281500000000002,0.1028,,,,,
i,Lunyr,,,,,,,,,,,,
i,Humaniq,0.037936363636363636,,,,0.0,0.9765454545454546,0.023454545454545454,,,,,
i,MobileGo,0.4957,,,,0.0135,0.73475,0.25175000000000003,,,,,
i,Gnosis,0.10581500000000002,,,,0.01885,0.9281500000000001,0.053000000000000005,,,,,
i,EncryptoTel,0.3818,,,,0.0,0.88,0.12,,,,,
i,iEx.ec,0.37402,,,,0.0246,0.79325,0.18214999999999998,,,,,
i,Edgeless,0.3117266666666667,,,,0.04813333333333334,0.8230000000000001,0.12860000000000002,,,,,
i,Qtum,0.0803,,,,0.00545,0.97665,0.01795,,,,,
i,ChronoBank,,,,,,,,,,,,
i,Tokes,-0.07368,,,,0.09870000000000001,0.7935000000000003,0.10789999999999997,,,,,
i,Wings,0.35385500000000003,,,,0.01985,0.85175,0.1284,,,,,
i,CreativeCoin,-0.02844,,,,0.0191,0.9658000000000001,0.015099999999999999,,,,,
i,Golos,0.0,,,,0.0,1.0,0.0,,,,,
i,Komodo,0.15503500000000003,,,,0.0,0.9441499999999999,0.05585,,,,,
i,vDice.io,,,,,,,,,,,,
i,Ark,0.04932,,,,0.0,0.9797,0.020300000000000002,,,,,
i,Golem,0.143785,,,,0.0,0.9581500000000002,0.04185,,,,,
i,Decent,0.26614000000000004,,,,0.0172,0.8497,0.13315,,,,,
i,Beyond The Void,,,,,,,,,,,,
i,SingularDTV,0.017159999999999998,,,,0.058199999999999995,0.9052,0.0366,,,,,
i,Synereo,,,,,,,,,,,,
i,Lykke,0.158205,,,,0.00495,0.9413,0.05375,,,,,
i,Iconomi,0.5196999999999999,,,,0.0,0.862,0.138,,,,,
i,FirstBlood,0.22574999999999998,,,,0.01745,0.89975,0.08280000000000001,,,,,
i,BlockPay,,,,,,,,,,,,
i,NEO,0.033350000000000005,,,,0.053750000000000006,0.8967500000000002,0.049499999999999995,,,,,
i,Incent,0.0,,,,0.0,1.0,0.0,,,,,
i,Tao Network,,,,,,,,,,,,
i,Stratis,0.38445000000000007,,,,0.00625,0.8507,0.14304999999999998,,,,,
i,Waves,0.4017100000000001,,,,0.0,0.8686499999999999,0.13134999999999997,,,,,
i,Digix DAO,,,,,,,,,,,,
i,Lisk,0.078295,,,,0.0,0.9692000000000001,0.030799999999999994,,,,,
i,Augur,0.03802,,,,0.008799999999999999,0.9730000000000001,0.0182,,,,,
n,Augur,,Augur is a decentralized prediction market,45 days 00:00:00.000000000,2015-10-01 00:00:00,,,,11.74,19.241500000000002,2015-08-17 00:00:00,REP,UTC+0
n,Lisk,,It is a cryptocurrency and decentralized application platform,28 days 00:00:00.000000000,2016-03-21 00:00:00,,,,0.76,9.1437,2016-02-22 00:00:00,LSK,UTC+0
n,Digix DAO,,A Decentralized Autonomous Organization focused on goldtracking assets,0 days 00:00:00.000000000,2016-03-30 12:00:00,,,,12.22,2.7716000000000003,2016-03-30 12:00:00,DGD,UTC+0
n,Waves,,Waves helps to make the launching and coordination of projects on blockchain very easy,49 days 00:00:00.000000000,2016-05-31 13:00:00,,,,0.78,3.1588,2016-04-12 13:00:00,WAVES,UTC+0
n,Stratis,,Stratis was developed to help organisations develop their own private blockchains,35 days 00:00:00.000000000,2016-07-26 00:00:00,,,,0.3,40.5553,2016-06-21 00:00:00,STRAT,UTC+0
n,Tao Network,,Tao Network posits itself as a digital asset management system meant to be used by stakeholders in the music industry,30 days 00:00:00.000000000,2016-08-15 00:00:00,,,,0.03,1.8530000000000002,2016-07-16 00:00:00,XTO,UTC+0
n,Incent,,Incent is a blockchain based loyalty program for traders especially retailers,0 days 00:00:00.000000000,2016-09-01 00:00:00,,,,0.15,2.1277,2016-09-01 00:00:00,INCNT,UTC+0
n,NEO,,NEO is a China based smart contract Blockchain project that aims to revolutionize the way ecommerce operates,30 days 00:00:00.000000000,2016-09-07 00:00:00,,,,13.15,81.7205,2016-08-08 00:00:00,NEO,UTC+0
n,BlockPay,,This is a retail platform that allows multicryptocurrency payment,31 days 00:00:00.000000000,2016-09-15 00:00:00,,,,0.06,-0.4986,2016-08-15 00:00:00,BLOCKPAY,UTC+0
n,FirstBlood,,FirstBlood is a eSports matches and betting project,1 days 12:00:00.000000000,2016-09-26 12:00:00,,,,0.1,0.3803,2016-09-25 00:00:00,1ST,UTC+0
n,Iconomi,,The Iconomi platform helps users with simple methods to enter the growing distributed economy,32 days 12:00:00.000000000,2016-09-26 12:00:00,,,,0.19,0.615,2016-08-25 00:00:00,ICN,UTC+0
n,Lykke,,Global market space based on blockchain,0 days 00:00:00.000000000,2016-10-09 06:00:00,,,,0.01,-0.8279000000000001,2016-10-09 06:00:00,LKK,UTC+0
n,Synereo,,Synereo is a decentralized and distributed social network,30 days 12:00:00.000000000,2016-10-18 12:00:00,,,,0.0,-0.9856999999999999,2016-09-18 00:00:00,AMP,UTC+0
n,SingularDTV,,This is a film and television studio and also a distribution portal based on blockchain technology,24 days 12:00:00.000000000,2016-10-29 12:00:00,,,,0.01,-0.332,2016-10-05 00:00:00,SNGLS,UTC+0
n,Beyond The Void,,Video Game in Real Time,31 days 07:00:00.000000000,2016-11-01 13:00:00,,,,0.0,0.0,2016-10-01 06:00:00,NXC,UTC+0
n,Decent,,Decent is a content distribution project,31 days 12:00:00.000000000,2016-11-10 12:00:00,,,,0.03,-0.7349,2016-10-10 00:00:00,DCT,UTC+0
n,Golem,,The Golem platform enables personal computers to perform functions traditionally reserved for servers,31 days 00:00:00.000000000,2016-11-13 00:00:00,,,,0.05,-0.5616,2016-10-13 00:00:00,GNT,UTC+0
n,Ark,,The Ark project aims to make cryptocurrency adoption mainstream as quickly as possible,35 days 00:00:00.000000000,2016-12-12 00:00:00,,,,0.22,20.81,2016-11-07 00:00:00,ARK,UTC+0
n,vDice.io,,Betting Game based on the Ethereum Blockchain,30 days 02:00:00.000000000,2016-12-15 02:00:00,,,,0.0,0.0,2016-11-15 00:00:00,VSLICE,UTC+0
n,Komodo,,Komodo is a decentralized ICO platform,62 days 00:00:00.000000000,2016-12-16 12:00:00,,,,0.94,41.6286,2016-10-15 12:00:00,KMD,UTC+0
n,Golos,,Golos is open source technology bringing the power of voice media to blockchain,30 days 00:00:00.000000000,2016-12-22 12:00:00,,,,0.0,0.0,2016-11-22 12:00:00,Golos,UTC+0
n,CreativeCoin,,CreativeCoin for the registration and distribution of creative works and rights,-69 days +00:00:00.000000000,2017-01-05 00:00:00,,,,0.03,0.0248,2017-03-15 00:00:00,CREA,UTC+0
n,Wings,,A decentralized platform for the creation management and interlinking of DAOs,49 days 00:00:00.000000000,2017-01-06 00:00:00,,,,0.03,0.0034999999999999996,2016-11-18 00:00:00,WINGS,UTC+0
n,Tokes,,Tokes is a digital currency project for the legalization of the cannabis industry,35 days 00:00:00.000000000,2017-01-16 12:00:00,,,,0.06,-0.653,2016-12-12 12:00:00,TKS,UTC+0
n,ChronoBank,,Time based currencies on multiple blockchains,62 days 13:00:00.000000000,2017-02-15 13:00:00,,,,1.58,-0.9473,2016-12-15 00:00:00,TIME,UTC+0
n,Qtum,,A smart contract platform for PoS transactions,5 days 00:00:00.000000000,2017-03-17 00:00:00,,,,2.3,14.3419,2017-03-12 00:00:00,QTUM,UTC+0
n,Edgeless,,Edgeless solves Casino transparency problems through the use of the Ethereum blockchain,21 days 00:00:00.000000000,2017-03-21 00:00:00,,,,0.01,-0.5091,2017-02-28 00:00:00,EDG,UTC+0
n,iEx.ec,,IeXec is a fully decentralized cloud based computing system based on Blockchain,0 days 23:59:59.000000000,2017-04-19 23:59:59,,,,0.76,2.0244,2017-04-19 00:00:00,RLC,UTC+0
n,EncryptoTel,,Encrypto Telecom offers solutions for secure communication over the blockchain,0 days 00:00:00.000000000,2017-04-24 00:00:00,,,,0.0,-0.9431,2017-04-24 00:00:00,ETT,UTC+0
n,Gnosis,,it is an Ethereumbased prediction market that works using crowdsourcing methods,0 days 11:59:59.000000000,2017-04-24 11:59:59,,,,15.96,-0.48979999999999996,2017-04-24 00:00:00,GNO,UTC+0
n,MobileGo,,MobileGoGameCredit is a proprietary payment gateway that allows gamers to use the tokens to buy ingame content,0 days 00:00:00.000000000,2017-04-25 00:00:00,,,,0.02,-0.9703,2017-04-25 00:00:00,MGO,UTC+0
n,Humaniq,,Decentralized Banking based on blockchain,21 days 00:00:00.000000000,2017-04-27 00:00:00,,,,0.01,0.5306000000000001,2017-04-06 00:00:00,HMQ,UTC+0
n,Lunyr,,The future of knowledge sharing that lets you earn rewards for what you know,29 days 00:00:00.000000000,2017-04-27 12:00:00,,,,1.02,-0.36579999999999996,2017-03-29 12:00:00,LUN,UTC+0
n,TaaS,,TaaS is a tokenized closedend fund specifically for blockchainbased assets,31 days 00:00:00.000000000,2017-04-27 12:00:00,,,,0.85,-0.1524,2017-03-27 12:00:00,TAAS,UTC+0
n,BlockPool,,BlockPool is a B2B blockchain solution for many industries Fintech Media  more ,0 days 00:00:00.000000000,2017-05-01 00:00:00,,,,0.02,-0.9183,2017-05-01 00:00:00,BPL,UTC+0
n,TokenCard,,Token Market has been setup as the platform for the future financial era,0 days 08:00:00.000000000,2017-05-02 20:00:00,,,,0.36,-0.32939999999999997,2017-05-02 12:00:00,TKN,UTC+0
n,EcoBit,,EcoBit is taking charge in the fight to make the planet a safe and healthier place for us all to live in,0 days 00:00:00.000000000,2017-05-09 00:00:00,,,,0.02,1.3319999999999999,2017-05-09 00:00:00,ECOB,UTC+0
n,BOScoin,,BOScoin is a selfevolving cryptocurrency platform,0 days 00:00:00.000000000,2017-05-10 12:00:00,,,,0.0,-0.8939,2017-05-10 12:00:00,BOS,UTC+0
n,Blockchain Capital,,Blockchain Capital is a venture capital firm investing in blockchain enterprises,30 days 00:00:00.000000000,2017-05-10 12:00:00,,,,1.94,0.937,2017-04-10 12:00:00,BCAP,UTC+0
n,ZrCoin,,ZrCoin is a blockchain project for investing in the production of an indemand industrial material,0 days 00:00:00.000000000,2017-05-11 00:00:00,,,,2.43,0.7336,2017-05-11 00:00:00,ZRC,UTC+0
n,Aeternity,,Aeternity is a new smart contract blockchain that interfaces with IoT FinTech  more,0 days 00:00:00.000000000,2017-05-12 13:05:00,,,,0.24,0.2302,2017-05-12 13:05:00,AE,UTC+0
n,Ethbits,,It is an easytouse secure cryptocurrency with an organization that has a futureoriented mindset,28 days 00:00:00.000000000,2017-05-13 12:00:00,,,,0.02,-0.9776,2017-04-15 12:00:00,ETB,UTC+0
n,Peerplays,,Peerplays is a provably fair blockchainbased gaming platform,77 days 00:00:00.000000000,2017-05-14 12:00:00,,,,0.51,-0.8901,2017-02-26 12:00:00,PPY,UTC+0
n,Aragon,,The Aragon platform lets a whole organization operate with the infrastracture of the blockchain technology,0 days 03:00:00.000000000,2017-05-17 19:00:00,,,,0.72,-0.209,2017-05-17 16:00:00,ANT,UTC+0
n,Monaco,,Monaco is creating a cryptocurrency card with extra affordable exchange rates ,0 days 00:00:00.000000000,2017-05-18 09:30:00,,,,4.43,0.6762,2017-05-18 09:30:00,MCO,UTC+0
n,Storj,,Storj is a platform allows users to store data in a secure and decentralized manner,0 days 00:00:00.000000000,2017-05-19 00:00:00,,,,0.06,-0.7898000000000001,2017-05-19 00:00:00,SJCX,UTC+0
n,Crypviser,,Crypviser is an encrypted network for business and social on the Blockchain technology,0 days 00:00:00.000000000,2017-05-20 00:00:00,,,,0.06,-0.8440000000000001,2017-05-20 00:00:00,CVCOIN,UTC+0
n,Quantum RL ,,The Quantum Resistant Ledger QRL is new technology which is resistant to hacking by quantum computers,23 days 00:00:00.000000000,2017-05-24 12:00:00,,,,0.14,1.1594,2017-05-01 12:00:00,QRL,UTC+0
n,CryptoPing,,CryptoPing is a real time altcoins trading intelligence chatbot as a service,0 days 00:00:00.000000000,2017-05-25 00:00:00,,,,0.06,-0.8018000000000001,2017-05-25 00:00:00,PING,UTC+0
n,Adelphoi,,Adel is a selfsustaining cryptocurrency system,24 days 00:00:00.000000000,2017-05-25 12:00:00,,,,0.0,-0.8631,2017-05-01 12:00:00,ADL,UTC+0
n,Veritaseum,,Veritaseum is a smart contractsbased peertopeer wallet interface,31 days 00:00:00.000000000,2017-05-26 12:00:00,,,,17.25,0.4375,2017-04-25 12:00:00,VERI,UTC+0
n,Mysterium,,Mysterium is an open sourced network that enables anyone to rent out their unused network traffic,0 days 08:00:00.000000000,2017-05-30 21:00:00,,,,0.05,-0.9488,2017-05-30 13:00:00,MYST,UTC+0
n,Exscudo,,Exscudos main goal is to integrate cryptocurrencies into the traditional financial,36 days 00:00:00.000000000,2017-05-31 00:00:00,,,,0.0,0.0,2017-04-25 00:00:00,EON,UTC+0
n,Patientory,,Patientory is a distributed electronic medical record storage computing platform on the blockchain ,0 days 00:00:00.000000000,2017-05-31 00:00:00,,,,0.01,-0.9481,2017-05-31 00:00:00,PTOY,UTC+0
