compound,negative,neutral,positive,text
0.6597,0.0,0.881,0.119,"If you are not the author of this article and you wish to reproduce material from
 it in a third party non-RSC publication you must 
 formally request permission using Copyright Clearance Center.
 Go to our 
 Instructions for using Copyright Clearance Cen… [+2741 chars]"
0.0,0.0,1.0,0.0,"FLAGSTAFF, Ariz. (AP) — Luis Aguilar kicked a 38-yard field goal with 4 seconds left in the game and Northern Arizona rallied past Portland State 31-29 on Saturday night.
Portland State had taken a 29-28 lead on Cody Williams‘ 21-yard field goal with 1:26 le… [+1242 chars]"
0.34,0.0,0.928,0.072,"High binding constants of 19 inorganic cations with the cucurbit[n]uril homologues (CBn, n = 5,6,7,8) in water were determined and the far-reaching consequences and interferences of the high affinities (millimolar to micromolar) are discussed."
0.6597,0.0,0.881,0.119,"If you are not the author of this article and you wish to reproduce material from
 it in a third party non-RSC publication you must 
 formally request permission using Copyright Clearance Center.
 Go to our 
 Instructions for using Copyright Clearance Cen… [+2741 chars]"
0.875,0.044,0.734,0.222,"Michael Nau's single, ""No Quit,"" is a gritty yet gorgeously composed indie soul hybrid.
The echoey vocals pair beautifully with the synth pads while the dry percussion intertwines perfectly with the tambourine. The bass holds its own, providing a sturdy foun… [+236 chars]"
-0.4767,0.075,0.925,0.0,"Northern Arizona University students are receiving attention for all the wrong reasons this Halloween. They dressed up as various types of homeless individualsand are continuing to defend their choice of costume.
Katie Stiff, 23, tweeted Instagram screenshot… [+8610 chars]"
-0.6597,0.132,0.868,0.0,"TUCSON, Ariz. (AP) — Zeke Nnaji scored 20 points in his college debut and No. 21 Arizona opened the season with a 91-52 rout over Northern Arizona on Wednesday night.
Arizona used its size to dominate inside, causing the Lumberjacks problems at both ends of … [+1509 chars]"
0.0,0.0,1.0,0.0,"* 
 Corresponding authors
a
 Melville Laboratory for Polymer Synthesis, Department of Chemistry, University of Cambridge, Lensfield Road, Cambridge, UK
E-mail:oas23@cam.ac.uk
b
 Department of Life Sciences and Chemistry, Jacobs University Bremen, Campus… [+66 chars]"
0.0516,0.0,0.973,0.027,"CHENEY, Wash. (AP) — Eric Barriere threw for 367 yards and three touchdowns, ran for 101 and another score and Eastern Washington overwhelmed Northern Arizona 66-38 on Saturday.
Antoine Custer ran for 139 yards and three touchdowns as the Eagles (4-5, 3-2 Bi… [+877 chars]"
0.4404,0.0,0.921,0.079,"SAN FRANCISCO--(BUSINESS WIRE)--Better Place Forests, the company that built Americas first conservation memorial forests, is announcing its third location just north of Flagstaff, Arizona. Better Place Forests offers families who choose cremation a beautiful… [+5899 chars]"
0.8016,0.0,0.84,0.16,"You’ve touched down in Kiev and are ready to dive into the rich tapestry of Ukrainian culture. One of the most important cultural aspects of Ukraine is its music, and nothing represents this more than the country’s traditional folk music. Live music takes pla… [+5716 chars]"
0.0,0.0,1.0,0.0,"FLAGSTAFF, Ariz. (AP) -- Luis Aguilar kicked a 38-yard field goal with 4 seconds left in the game and Northern Arizona rallied past Portland State 31-29 on Saturday night.
Portland State had taken a 29-28 lead on Cody Williams' 21-yard field goal with 1:26 l… [+1243 chars]"
0.25,0.0,0.953,0.047,"U Tvornicu kulture u sklopu Musicology Barcaffe Sessionsa sutra dolazi legendarni bend The Brand New Heavies.
Ova fuzija jazza, funka, soula i rnb-ja iz Londona na sceni je ve 30-ak godina, a sigurno ste barem jednom uli neke od njihovih hitova poput Dream o… [+2372 chars]"
0.0,0.0,1.0,0.0,"Gloucester's Ben Morgan makes ground in a tightly-fought contest at Welford Road
<table><tr><th>Gallagher Premiership</th></tr>
<tr><td>Leicester (10) 16</td></tr><tr><td>Tries: Reid Cons: Hardwick Pens: Hardwick 3</td></tr><tr><td>Gloucester (6) 13</td></t… [+1073 chars]"
0.8591,0.0,0.796,0.204,"Sam Evian's single, ""Summer Running"" is a gorgeously composed, easy listening indie gem that'll stand the test of time.
The shuffling beat builds a strong foundation for experimental tones that intertwine synergistically with the bass. As the vocals come in,… [+323 chars]"
0.5719,0.0,0.875,0.125,"Louis Cole's single, ""Below The Valleys"" is a quintessential indie pop treasure that's sure to cause an ear worm for anyone who comes across this single.
The orchestral arrangement sets a delicate tone, if not for only a moment, until the composition fills w… [+365 chars]"
0.6249,0.036,0.835,0.129,"Kevin Krauter's single, ""Keep Falling In Love,"" is the quintessential, easy-listening indie love ballad for our generation.
With tinges of decades' past styles, the track teeters the line of modern and classic. The carefully constructed instrumentals ooze wi… [+290 chars]"
0.0,0.0,1.0,0.0,"The Singapore Art Museum (SAM) revealed today the seventy-two artists and collectives who are participating in the upcoming Singapore Biennale, which take place across eleven venues from November 22 to March 22, 2020. The sixth edition of the event, titled “E… [+3971 chars]"
0.0516,0.0,0.973,0.027,"CHENEY, Wash. (AP) -- Eric Barriere threw for 367 yards and three touchdowns, ran for 101 and another score and Eastern Washington overwhelmed Northern Arizona 66-38 on Saturday.
Antoine Custer ran for 139 yards and three touchdowns as the Eagles (4-5, 3-2 B… [+984 chars]"
0.834,0.0,0.83,0.17,"We all know that many of the biggest Seattle events often sell out well in advance. But it's not a lost causeif you plan ahead, you can still score tickets for the most popular events. To help you with that, we've rounded up all of the major events that are g… [+1612 chars]"
