compound,negative,neutral,positive,text
-0.7783,0.159,0.841,0.0,"Mozambicans are waiting for results to be announced following general elections on Tuesday. The opposition has complained of ballot-stuffing and other irregularities, and rights groups reported violence during the counting at dozens of polling stations.
Ther… [+184 chars]"
0.7845,0.0,0.859,0.141,"The 2019 Kantar Information is Beautiful Awards Shortlist came out this week – these are some of our favourites.
As data visualisations go, they dont come much more epic than this. Commissioned for the Milan Design Triennale, the Room of Change (pictured abo… [+2345 chars]"
0.0,0.0,1.0,0.0,"If you've come across the SteelSeries Xai mouse that was out in 2009, this new Sensei Ten will look familiar. That's because SteelSeries kept the same shape, reportedly down to the millimeter, but added modern features, including a brand new TrueMove Pro sens… [+5016 chars]"
0.6908,0.056,0.769,0.175,Most of the available health care diagnostics that use artificial intelligence (AI) function as black boxesmeaning that results do not include any explanation of why the machine thinks a patient has a certain disease or disorder. While AI technologies are ext… [+6494 chars]
-0.7845,0.184,0.765,0.052,"Maputo, Mozambique - Tensions are high in Mozambique on the eve of elections which will likely see President Filipe Nyusi and his ruling Frelimo party maintain their grip on power amid fears the violence that marred the campaign may continue on polling day. … [+7261 chars]"
-0.6478,0.159,0.784,0.057,"Pinnacle Point:dstanley: Xai: Honestly it saddens me that this is not the first thing that comes to most people's minds. That alone should send red flags that something is very wrong in american society.
All those who expected gunfire, raise your hands.
I s… [+81 chars]"
0.0,0.0,1.0,0.0,"Copyright © 2001-2011 Madshrimps, All rights reserved.Graphic Design by Dennis Kestelle, Programming by Maarten Menten,
Overall Site design by John Meys
All information and graphics contained in Madshrimps are sole property of the Madshrimps crew and
may n… [+75 chars]"
-0.8481,0.157,0.843,0.0,"Maputo — The current owner of the car used in the assassination of civil society activist Anastacio Matavel on 7 October says he lent it to one of the murderers who claimed he needed a vehicle for ""a family emergency"", according to Monday's issue of the indep… [+3011 chars]"
0.0772,0.086,0.8,0.114,"PEMBA, MOZAMBIQUE - Mozambicans will choose their next president at the polls Tuesday after a 45-day election campaign marred by violence.
Voters will decide whether to support Filipe Nyusi, candidate for Frelimo, the ruling party that has held power since M… [+2629 chars]"
0.7351,0.0,0.86,0.14,"Artificial Intelligence (AI) is democratized in our everyday life. Tractica forecasts the global artificial intelligence software market revenues will grow from around 9.5 billion US dollars in 2018 to an expected 118.6 billion by 2025.
Gartner predicts that… [+7492 chars]"
0.5106,0.057,0.798,0.145,"Explainable Artificial Intelligence (XAI) is getting a lot of attention these days, and like most people, you’re drawn to it because the very nature of neural networks – opacity induces the feeling of deprivation that arises from the perception of a gap in kn… [+6833 chars]"
-0.7003,0.182,0.714,0.104,"Having ruled Mozambique since 1975, the country's governing party, Frelimo, feels backed into a corner. It behaves as though it must fight any challenge to its hegemony by whatever means necessary. This includes aggression and violence.
Hence the sombre stat… [+6054 chars]"
-0.7096,0.208,0.675,0.116,"PHOTO: AFP 
MAPUTO: Mozambique began voting in a general election on Tuesday that some fear could test the country’s fragile peace, after a heated campaign marred by violence and allegations of electoral fraud.
The Frelimo party, which has ruled the impover… [+4458 chars]"
0.8126,0.0,0.797,0.203,"Supporters of presidential candidate Filipe Nyusi's Frelimo party on the last day of election campaigns in Maputo on October 12, 2019. Having ruled Mozambique since 1975, the country’s governing party, Frelimo, feels backed into a corner. It behaves as though… [+5651 chars]"
-0.3182,0.054,0.946,0.0,"Mozambique goes to the polls tomorrow. President Felipe Nyusi is running for re-election and, for the first time, provincial governors will be directly elected rather than appointed by the president. The campaign has been fraught and accusations of irregular … [+5046 chars]"
-0.296,0.044,0.956,0.0,"This report was released to members of Yield Hunting on Oct. 9. All data within is from that date.
For a short version, skip down to the closed-end fund analysis section.
Floating rate loans continue to be under pressure and one of the few areas of the bond… [+11608 chars]"
-0.1531,0.066,0.881,0.053,"Self-driving cars can potentially go rogue, so we need to ensure that sufficient preventative ... [+] measures are put in place.
Visual China Group via Getty Images
Its Halloween and time to get into those scary outfits, including famous outcasts such as Dr… [+38132 chars]"
0.7579,0.0,0.854,0.146,"Co-produced with Trapping Value and Treading Softly
Introduction
While the market is near all-time highs, there's still some great news for income investors. Quite a few segments in the high-yield space are still significantly below their peaks. It's within… [+10188 chars]"
